δ,4,4,949,記号,アルファベット,*,*,*,*,δ,デルタ,デルタ,エウア,エウア
ｕ,4,4,5536,記号,アルファベット,*,*,*,*,ｕ,ユー,ユー,ウ,ウ
」,7,7,1161,記号,括弧閉,*,*,*,*,」,」,」,,
—,5,5,3970,記号,一般,*,*,*,*,—,—,—,,
←,5,5,1819,記号,一般,*,*,*,*,←,←,←,,
゜,5,5,4977,記号,一般,*,*,*,*,゜,゜,゜,,
Ｘ,4,4,1647,記号,アルファベット,*,*,*,*,Ｘ,エックス,エックス,エウウウ,エウウウ
Ｎ,4,4,6484,記号,アルファベット,*,*,*,*,Ｎ,エヌ,エヌ,エウ,エウ
ｊ,4,4,5554,記号,アルファベット,*,*,*,*,ｊ,ジェイ,ジェイ,イエイ,イエイ
ゞ,5,5,5002,記号,一般,*,*,*,*,ゞ,ゞ,ゞ,,
Ζ,4,4,949,記号,アルファベット,*,*,*,*,Ζ,ゼータ,ゼータ,エア,エア
Ｒ,4,4,7587,記号,アルファベット,*,*,*,*,Ｒ,アール,アール,アウ,アウ
ｒ,4,4,6087,記号,アルファベット,*,*,*,*,ｒ,アール,アール,アウ,アウ
ζ,4,4,949,記号,アルファベット,*,*,*,*,ζ,ゼータ,ゼータ,エア,エア
ω,4,4,949,記号,アルファベット,*,*,*,*,ω,オメガ,オメガ,オエア,オエア
Η,4,4,949,記号,アルファベット,*,*,*,*,Η,イータ,イータ,イア,イア
ε,4,4,949,記号,アルファベット,*,*,*,*,ε,イプシロン,イプシロン,イウイオウ,イウイオウ
▽,5,5,1802,記号,一般,*,*,*,*,▽,▽,▽,,
｀,5,5,1819,記号,一般,*,*,*,*,｀,｀,｀,,
Ｈ,4,4,-209,記号,アルファベット,*,*,*,*,Ｈ,エイチ,エイチ,エイイ,エイイ
Ｈ,4,4,5144,記号,アルファベット,*,*,*,*,Ｈ,エッチ,エッチ,エウイ,エウイ
β,4,4,945,記号,アルファベット,*,*,*,*,β,ベータ,ベータ,エア,エア
＼,5,5,1819,記号,一般,*,*,*,*,＼,＼,＼,,
Ｉ,4,4,6396,記号,アルファベット,*,*,*,*,Ｉ,アイ,アイ,アイ,アイ
仝,5,5,3912,記号,一般,*,*,*,*,仝,仝,仝,,
＜,6,6,1292,記号,括弧開,*,*,*,*,＜,＜,＜,,
γ,4,4,949,記号,アルファベット,*,*,*,*,γ,ガンマ,ガンマ,アウア,アウア
£,5,5,1818,記号,一般,*,*,*,*,£,ポンド,ポンド,オウオ,オウオ
ν,4,4,654,記号,アルファベット,*,*,*,*,ν,ニュー,ニュー,イウ,イウ
τ,4,4,949,記号,アルファベット,*,*,*,*,τ,タウ,タウ,アウ,アウ
¥,5,5,1905,記号,一般,*,*,*,*,¥,エン,エン,エウ,エウ
χ,4,4,1730,記号,アルファベット,*,*,*,*,χ,カイ,カイ,アイ,アイ
‥,5,5,1819,記号,一般,*,*,*,*,‥,‥,‥,,
□,5,5,1818,記号,一般,*,*,*,*,□,□,□,,
【,6,6,1275,記号,括弧開,*,*,*,*,【,【,【,,
Ｂ,4,4,4422,記号,アルファベット,*,*,*,*,Ｂ,ビー,ビー,イ,イ
ヾ,5,5,2113,記号,一般,*,*,*,*,ヾ,ヾ,ヾ,,
↓,5,5,1819,記号,一般,*,*,*,*,↓,↓,↓,,
Υ,4,4,949,記号,アルファベット,*,*,*,*,Υ,ウプシロン,ウプシロン,ウウイオウ,ウウイオウ
（,6,6,2008,記号,括弧開,*,*,*,*,（,（,（,,
＄,5,5,1866,記号,一般,*,*,*,*,＄,ドル,ドル,オウ,オウ
Π,4,4,969,記号,アルファベット,*,*,*,*,Π,パイ,パイ,アイ,アイ
——,5,5,525,記号,一般,*,*,*,*,——,——,——,,
ｈ,4,4,5810,記号,アルファベット,*,*,*,*,ｈ,エッチ,エッチ,エウイ,エウイ
ｈ,4,4,4471,記号,アルファベット,*,*,*,*,ｈ,エイチ,エイチ,エイイ,エイイ
※,5,5,1818,記号,一般,*,*,*,*,※,※,※,,
η,4,4,949,記号,アルファベット,*,*,*,*,η,イータ,イータ,イア,イア
×,5,5,-279,記号,一般,*,*,*,*,×,カケル,カケル,アエウ,アエウ
×,5,5,6289,記号,一般,*,*,*,*,×,バイ,バイ,アイ,アイ
×,5,5,6375,記号,一般,*,*,*,*,×,バツ,バツ,アウ,アウ
ξ,4,4,949,記号,アルファベット,*,*,*,*,ξ,クシー,クシー,ウイ,ウイ
〆,5,5,1819,記号,一般,*,*,*,*,〆,〆,〆,,
ο,4,4,949,記号,アルファベット,*,*,*,*,ο,オミクロン,オミクロン,オイウオウ,オイウオウ
）,7,7,2055,記号,括弧閉,*,*,*,*,）,）,）,,
Ｕ,4,4,6129,記号,アルファベット,*,*,*,*,Ｕ,ユー,ユー,ウ,ウ
Κ,4,4,941,記号,アルファベット,*,*,*,*,Κ,カッパ,カッパ,アウア,アウア
゛,5,5,4977,記号,一般,*,*,*,*,゛,゛,゛,,
υ,4,4,949,記号,アルファベット,*,*,*,*,υ,ウプシロン,ウプシロン,ウウイオウ,ウウイオウ
［,6,6,1282,記号,括弧開,*,*,*,*,［,［,［,,
ｐ,4,4,6041,記号,アルファベット,*,*,*,*,ｐ,ピー,ピー,イ,イ
Ε,4,4,949,記号,アルファベット,*,*,*,*,Ε,イプシロン,イプシロン,イウイオウ,イウイオウ
‐,5,5,1819,記号,一般,*,*,*,*,‐,‐,‐,,
ｄ,4,4,5460,記号,アルファベット,*,*,*,*,ｄ,ディー,ディー,エイ,エイ
′,5,5,1828,記号,一般,*,*,*,*,′,′,′,,
》,7,7,1312,記号,括弧閉,*,*,*,*,》,》,》,,
‾,5,5,1819,記号,一般,*,*,*,*,‾,‾,‾,,
Θ,4,4,949,記号,アルファベット,*,*,*,*,Θ,シータ,シータ,イア,イア
《,6,6,1298,記号,括弧開,*,*,*,*,《,《,《,,
Ｓ,4,4,7398,記号,アルファベット,*,*,*,*,Ｓ,エス,エス,エウ,エウ
Ρ,4,4,1272,記号,アルファベット,*,*,*,*,Ρ,ロー,ロー,オ,オ
ｌ,4,4,5731,記号,アルファベット,*,*,*,*,ｌ,エル,エル,エウ,エウ
〓,5,5,1843,記号,一般,*,*,*,*,〓,〓,〓,,
〃,5,5,1818,記号,一般,*,*,*,*,〃,〃,〃,,
ゝ,5,5,4977,記号,一般,*,*,*,*,ゝ,ゝ,ゝ,,
ｗ,4,4,5497,記号,アルファベット,*,*,*,*,ｗ,ダブリュー,ダブリュー,アウイウ,アウイウ
Λ,4,4,949,記号,アルファベット,*,*,*,*,Λ,ラムダ,ラムダ,アウア,アウア
】,7,7,1294,記号,括弧閉,*,*,*,*,】,】,】,,
｛,6,6,1300,記号,括弧開,*,*,*,*,｛,｛,｛,,
Ｖ,4,4,7258,記号,アルファベット,*,*,*,*,Ｖ,ブイ,ブイ,ウイ,ウイ
θ,4,4,949,記号,アルファベット,*,*,*,*,θ,シータ,シータ,イア,イア
▼,5,5,1756,記号,一般,*,*,*,*,▼,▼,▼,,
Ｄ,4,4,5714,記号,アルファベット,*,*,*,*,Ｄ,ディー,ディー,エイ,エイ
△,5,5,1819,記号,一般,*,*,*,*,△,△,△,,
π,4,4,969,記号,アルファベット,*,*,*,*,π,パイ,パイ,アイ,アイ
ａ,4,4,4325,記号,アルファベット,*,*,*,*,ａ,エイ,エイ,エイ,エイ
☆,5,5,1816,記号,一般,*,*,*,*,☆,☆,☆,,
Ｌ,4,4,7541,記号,アルファベット,*,*,*,*,Ｌ,エル,エル,エウ,エウ
−−,5,5,611,記号,一般,*,*,*,*,−−,−−,−−,,
◇,5,5,1806,記号,一般,*,*,*,*,◇,◇,◇,,
＋,5,5,743,記号,一般,*,*,*,*,＋,タス,タス,アウ,アウ
＋,5,5,2759,記号,一般,*,*,*,*,＋,プラス,プラス,ウアウ,ウアウ
‖,5,5,1819,記号,一般,*,*,*,*,‖,‖,‖,,
…,5,5,-2279,記号,一般,*,*,*,*,…,…,…,,
ｎ,4,4,5871,記号,アルファベット,*,*,*,*,ｎ,エヌ,エヌ,エウ,エウ
”,7,7,1306,記号,括弧閉,*,*,*,*,”,”,”,,
｜,5,5,1819,記号,一般,*,*,*,*,｜,｜,｜,,
Χ,4,4,1730,記号,アルファベット,*,*,*,*,Χ,カイ,カイ,アイ,アイ
・,5,5,-807,記号,一般,*,*,*,*,・,・,・,,
→,5,5,1818,記号,一般,*,*,*,*,→,→,→,,
‘,6,6,1300,記号,括弧開,*,*,*,*,‘,‘,‘,,
Ψ,4,4,949,記号,アルファベット,*,*,*,*,Ψ,プサイ,プサイ,ウアイ,ウアイ
｝,7,7,1313,記号,括弧閉,*,*,*,*,｝,｝,｝,,
↑,5,5,1819,記号,一般,*,*,*,*,↑,↑,↑,,
々,5,5,2497,記号,一般,*,*,*,*,々,々,々,,
ｖ,4,4,5684,記号,アルファベット,*,*,*,*,ｖ,ブイ,ブイ,ウイ,ウイ
Σ,4,4,949,記号,アルファベット,*,*,*,*,Σ,シグマ,シグマ,イウア,イウア
ｓ,4,4,4697,記号,アルファベット,*,*,*,*,ｓ,エス,エス,エウ,エウ
々々,5,5,7151,記号,一般,*,*,*,*,々々,々々,々々,,
Ｏ,4,4,9201,記号,アルファベット,*,*,*,*,Ｏ,オー,オー,オ,オ
─,5,5,-3876,記号,一般,*,*,*,*,─,─,─,,
α,4,4,968,記号,アルファベット,*,*,*,*,α,アルファ,アルファ,アウウア,アウウア
σ,4,4,949,記号,アルファベット,*,*,*,*,σ,シグマ,シグマ,イウア,イウア
◎,5,5,1818,記号,一般,*,*,*,*,◎,◎,◎,,
ｉ,4,4,5999,記号,アルファベット,*,*,*,*,ｉ,アイ,アイ,アイ,アイ
＾,5,5,1819,記号,一般,*,*,*,*,＾,＾,＾,,
Ｅ,4,4,5064,記号,アルファベット,*,*,*,*,Ｅ,イー,イー,イ,イ
■,5,5,1818,記号,一般,*,*,*,*,■,■,■,,
、,10,10,-2435,記号,読点,*,*,*,*,、,、,、,,
φ,4,4,949,記号,アルファベット,*,*,*,*,φ,ファイ,ファイ,ウアイ,ウアイ
〉,7,7,1313,記号,括弧閉,*,*,*,*,〉,〉,〉,,
。,8,8,215,記号,句点,*,*,*,*,。,。,。,,
Α,4,4,968,記号,アルファベット,*,*,*,*,Α,アルファ,アルファ,アウウア,アウウア
〔,6,6,1300,記号,括弧開,*,*,*,*,〔,〔,〔,,
ι,4,4,949,記号,アルファベット,*,*,*,*,ι,イオタ,イオタ,イオア,イオア
