十勝毎日新聞社,1292,1292,5611,名詞,固有名詞,組織,*,*,*,十勝毎日新聞社,トカチマイニチシンブンシャ,トカチマイニチシンブンシャ,オアイアイイイイウウウイア,オアイアイイイイウウウイア
愛知銀行,1292,1292,6849,名詞,固有名詞,組織,*,*,*,愛知銀行,アイチギンコウ,アイチギンコー,アイイイウオウ,アイイイウオ
金沢美術工芸大,1292,1292,6849,名詞,固有名詞,組織,*,*,*,金沢美術工芸大,カナザワビジュツコウゲイダイ,カナザワビジュツコーゲイダイ,アアアアイイウウオウエイアイ,アアアアイイウウオエイアイ
パレスホテル,1292,1292,4757,名詞,固有名詞,組織,*,*,*,パレスホテル,パレスホテル,パレスホテル,アエウオエウ,アエウオエウ
東京ヘレン・ケラー協会,1292,1292,7366,名詞,固有名詞,組織,*,*,*,東京ヘレン・ケラー協会,トウキョウヘレンケラーキョウカイ,トーキョーヘレンケラーキョーカイ,オウイオウエエウエアイオウアイ,オイオエエウエアイオアイ
ウィーンベースボール・ク,1292,1292,5475,名詞,固有名詞,組織,*,*,*,ウィーンベースボール・ク,ウィーンベースボールク,ウィーンベースボールク,ウイウエウオウウ,ウイウエウオウウ
八幡ねじ,1292,1292,5611,名詞,固有名詞,組織,*,*,*,八幡ねじ,ヤハタネジ,ヤハタネジ,アアアエイ,アアアエイ
中電工業,1292,1292,6824,名詞,固有名詞,組織,*,*,*,中電工業,チュウデンコウギョウ,チューデンコーギョー,イウウエウオウイオウ,イウエウオイオ
前橋工,1292,1292,6742,名詞,固有名詞,組織,*,*,*,前橋工,マエバシコウ,マエバシコー,アエアイオウ,アエアイオ
西日本信販,1292,1292,6849,名詞,固有名詞,組織,*,*,*,西日本信販,ニシニッポンシンパン,ニシニッポンシンパン,イイイウオウイウアウ,イイイウオウイウアウ
ＪＲＡ,1292,1292,7742,名詞,固有名詞,組織,*,*,*,ＪＲＡ,ジェイアールエイ,ジェイアールエイ,イエイアウエイ,イエイアウエイ
大東京しあわせ生命保険,1292,1292,6849,名詞,固有名詞,組織,*,*,*,大東京しあわせ生命保険,ダイトウキョウシアワセセイメイホケン,ダイトーキョーシアワセセイメイホケン,アイオウイオウイアアエエイエイオエウ,アイオイオイアアエエイエイオエウ
北星学園女子短大,1292,1292,6849,名詞,固有名詞,組織,*,*,*,北星学園女子短大,ホクセイガクエンジョシタンダイ,ホクセイガクエンジョシタンダイ,オウエイアウエウイオイアウアイ,オウエイアウエウイオイアウアイ
林ベニヤ,1292,1292,6849,名詞,固有名詞,組織,*,*,*,林ベニヤ,ハヤシベニヤ,ハヤシベニヤ,アアイエイア,アアイエイア
中央魚類,1292,1292,6849,名詞,固有名詞,組織,*,*,*,中央魚類,チュウオウギョルイ,チューオーギョルイ,イウウオウイオウイ,イウオイオウイ
江戸一,1292,1292,6849,名詞,固有名詞,組織,*,*,*,江戸一,エドイチ,エドイチ,エオイイ,エオイイ
マリモクラフト,1292,1292,5122,名詞,固有名詞,組織,*,*,*,マリモクラフト,マリモクラフト,マリモクラフト,アイオウアウオ,アイオウアウオ
健康保険人吉総合病院,1292,1292,6849,名詞,固有名詞,組織,*,*,*,健康保険人吉総合病院,ケンコウホケンヒトヨシソウゴウビョウイン,ケンコーホケンヒトヨシソーゴービョーイン,エウオウオエウイオオイオウオウイオウイウ,エウオオエウイオオイオオイオイウ
主婦と生活社,1292,1292,6849,名詞,固有名詞,組織,*,*,*,主婦と生活社,シュフトセイカツシャ,シュフトセイカツシャ,イウウオエイアウイア,イウウオエイアウイア
東京電子設計,1292,1292,6849,名詞,固有名詞,組織,*,*,*,東京電子設計,トウキョウデンシセッケイ,トーキョーデンシセッケイ,オウイオウエウイエウエイ,オイオエウイエウエイ
山陽コカ・コーラボトリング,1292,1292,6849,名詞,固有名詞,組織,*,*,*,山陽コカ・コーラボトリング,サンヨウコカコーラボトリング,サンヨーコカコーラボトリング,アウオウオアオアオオイウウ,アウオオアオアオオイウウ
大倉電気,1292,1292,6849,名詞,固有名詞,組織,*,*,*,大倉電気,オオクラデンキ,オークラデンキ,オオウアエウイ,オウアエウイ
メックス,1292,1292,5122,名詞,固有名詞,組織,*,*,*,メックス,メックス,メックス,エウウウ,エウウウ
柏書房,1292,1292,6227,名詞,固有名詞,組織,*,*,*,柏書房,カシワショボウ,カシワショボー,アイアイオオウ,アイアイオオ
メルダック,1292,1292,5098,名詞,固有名詞,組織,*,*,*,メルダック,メルダック,メルダック,エウアウウ,エウアウウ
佐賀大学,1292,1292,6849,名詞,固有名詞,組織,*,*,*,佐賀大学,サガダイガク,サガダイガク,アアアイアウ,アアアイアウ
神戸新聞社,1292,1292,6849,名詞,固有名詞,組織,*,*,*,神戸新聞社,コウベシンブンシャ,コーベシンブンシャ,オウエイウウウイア,オエイウウウイア
東洋物産,1292,1292,6849,名詞,固有名詞,組織,*,*,*,東洋物産,トウヨウブッサン,トーヨーブッサン,オウオウウウアウ,オオウウアウ
早大,1292,1292,5185,名詞,固有名詞,組織,*,*,*,早大,ソウダイ,ソーダイ,オウアイ,オアイ
日和山観光,1292,1292,6849,名詞,固有名詞,組織,*,*,*,日和山観光,ヒヨリヤマカンコウ,ヒヨリヤマカンコー,イオイアアアウオウ,イオイアアアウオ
内田油圧機器工業,1292,1292,6849,名詞,固有名詞,組織,*,*,*,内田油圧機器工業,ウチダユアツキキコウギョウ,ウチダユアツキキコーギョー,ウイアウアウイイオウイオウ,ウイアウアウイイオイオ
福留ハム,1292,1292,6849,名詞,固有名詞,組織,*,*,*,福留ハム,フクトメハム,フクトメハム,ウウオエアウ,ウウオエアウ
池伝,1292,1292,6849,名詞,固有名詞,組織,*,*,*,池伝,イケデン,イケデン,イエエウ,イエエウ
ベ平連,1292,1292,5122,名詞,固有名詞,組織,*,*,*,ベ平連,ベヘイレン,ベヘイレン,エエイエウ,エエイエウ
イシイコーポレーション,1292,1292,5122,名詞,固有名詞,組織,*,*,*,イシイコーポレーション,イシイコーポレーション,イシイコーポレーション,イイイオオエイオウ,イイイオオエイオウ
聖霊女子短大,1292,1292,6849,名詞,固有名詞,組織,*,*,*,聖霊女子短大,セイレイジョシタンダイ,セイレイジョシタンダイ,エイエイイオイアウアイ,エイエイイオイアウアイ
阪急百貨店,1292,1292,6849,名詞,固有名詞,組織,*,*,*,阪急百貨店,ハンキュウヒャッカテン,ハンキューヒャッカテン,アウイウウイアウアエウ,アウイウイアウアエウ
門司港ホテル,1292,1292,6849,名詞,固有名詞,組織,*,*,*,門司港ホテル,モジコウホテル,モジコーホテル,オイオウオエウ,オイオオエウ
福島県立会津短期大学,1292,1292,6849,名詞,固有名詞,組織,*,*,*,福島県立会津短期大学,フクシマケンリツアイヅタンキダイガク,フクシマケンリツアイズタンキダイガク,ウウイアエウイウアイウアウイアイアウ,ウウイアエウイウアイウアウイアイアウ
パスコ,1292,1292,5122,名詞,固有名詞,組織,*,*,*,パスコ,パスコ,パスコ,アウオ,アウオ
カンダ,1292,1292,4346,名詞,固有名詞,組織,*,*,*,カンダ,カンダ,カンダ,アウア,アウア
